epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
30,0.6909999847412109,0.9160627722740173,0.8157105445861816,0.671999990940094,0.9084919691085815,0.8556607961654663
31,0.7020000219345093,0.9242308139801025,0.7786363959312439,0.6520000100135803,0.9114320278167725,0.8364699482917786
32,0.7070000171661377,0.9217870235443115,0.7853708267211914,0.7039999961853027,0.9162179827690125,0.8204091787338257
33,0.7070000171661377,0.9251551628112793,0.7699902057647705,0.7080000042915344,0.9138839840888977,0.8299205303192139
34,0.7174999713897705,0.929743766784668,0.7478682994842529,0.656000018119812,0.9130879640579224,0.8311538100242615
35,0.7239999771118164,0.9301935434341431,0.7440547943115234,0.6800000071525574,0.9167299866676331,0.8117994666099548
36,0.722000002861023,0.9296377897262573,0.7476109266281128,0.6840000152587891,0.9164139628410339,0.8175789713859558
37,0.7174999713897705,0.931265115737915,0.7400835752487183,0.699999988079071,0.9170240163803101,0.8110611438751221
38,0.7325000166893005,0.9341657161712646,0.7205663323402405,0.6959999799728394,0.92072594165802,0.7913851141929626
39,0.7350000143051147,0.9358717203140259,0.7121536731719971,0.699999988079071,0.9160019755363464,0.8099597096443176
40,0.7444999814033508,0.9410775303840637,0.6843039989471436,0.7160000205039978,0.9199779629707336,0.7952386140823364
41,0.7415000200271606,0.9352668523788452,0.7129684090614319,0.7080000042915344,0.9185600280761719,0.8070206046104431
42,0.7434999942779541,0.9396869540214539,0.6918501853942871,0.6919999718666077,0.9203840494155884,0.7939704656600952
43,0.7390000224113464,0.9392969608306885,0.6926800608634949,0.7039999961853027,0.9197720289230347,0.7943888902664185
44,0.7524999976158142,0.9445617198944092,0.6634722948074341,0.7239999771118164,0.9219339489936829,0.7882256507873535
45,0.7580000162124634,0.9429720044136047,0.6684122085571289,0.6959999799728394,0.9165019989013672,0.8104549646377563
46,0.762499988079071,0.9445799589157104,0.6594849228858948,0.7120000123977661,0.9238460063934326,0.7805134057998657
47,0.7684999704360962,0.9472830891609192,0.6432761549949646,0.7360000014305115,0.9239959716796875,0.7763895392417908
48,0.7565000057220459,0.9487119913101196,0.6370960474014282,0.6959999799728394,0.9176380038261414,0.8133371472358704
49,0.7664999961853027,0.945096492767334,0.6553528904914856,0.7400000095367432,0.9249839782714844,0.769855797290802
50,0.7584999799728394,0.9460521936416626,0.6531639695167542,0.699999988079071,0.9265419840812683,0.766554594039917
51,0.7739999890327454,0.9531932473182678,0.6066513657569885,0.7120000123977661,0.9266279935836792,0.7753366231918335
52,0.7820000052452087,0.9522127509117126,0.6122938990592957,0.7039999961853027,0.9287619590759277,0.7531410455703735
53,0.7680000066757202,0.9532320499420166,0.6068228483200073,0.7080000042915344,0.919998049736023,0.8083924651145935
54,0.7699999809265137,0.95332270860672,0.6056479215621948,0.7239999771118164,0.9290139675140381,0.7513107657432556
55,0.7714999914169312,0.9531514048576355,0.6083784103393555,0.7120000123977661,0.9285780191421509,0.7554396986961365
56,0.781000018119812,0.9519031047821045,0.6157234907150269,0.7319999933242798,0.9292559623718262,0.7508677840232849
57,0.7724999785423279,0.9546516537666321,0.5976160168647766,0.7039999961853027,0.9281280040740967,0.755160391330719
58,0.7789999842643738,0.9532893896102905,0.6034713387489319,0.7039999961853027,0.9290480017662048,0.7544865608215332
59,0.7850000262260437,0.954971432685852,0.5954914093017578,0.7080000042915344,0.9267519116401672,0.7641307711601257
60,0.7925000190734863,0.960979700088501,0.5544156432151794,0.7120000123977661,0.9285960793495178,0.7844390869140625
61,0.7785000205039978,0.955371081829071,0.5909287333488464,0.7160000205039978,0.9337220191955566,0.7237077355384827
62,0.809499979019165,0.9598569869995117,0.559840977191925,0.7039999961853027,0.9325459003448486,0.7382529377937317
63,0.8009999990463257,0.963857114315033,0.5325151085853577,0.7120000123977661,0.9317860007286072,0.7489259243011475
64,0.7979999780654907,0.9612024426460266,0.547616720199585,0.7080000042915344,0.9257979989051819,0.7818307876586914
65,0.8044999837875366,0.9641480445861816,0.5259264707565308,0.7200000286102295,0.9335839748382568,0.7368059158325195
66,0.7985000014305115,0.9628531336784363,0.5400248765945435,0.7279999852180481,0.9320119619369507,0.745877206325531
67,0.8034999966621399,0.9646850824356079,0.5234548449516296,0.7360000014305115,0.9328718781471252,0.7433849573135376
68,0.8169999718666077,0.9662721753120422,0.5092809200286865,0.7480000257492065,0.9321759939193726,0.7621310949325562
69,0.8169999718666077,0.9670495390892029,0.5064171552658081,0.7200000286102295,0.9332239031791687,0.7464959621429443
70,0.8134999871253967,0.9680060148239136,0.5001036524772644,0.7239999771118164,0.9341599941253662,0.7424399256706238
71,0.8119999766349792,0.9652653336524963,0.5190785527229309,0.7360000014305115,0.9329639673233032,0.7358972430229187
